node_id,function,count
1,lambda_routing,1
2,lambda_routing,1
3,lambda_routing,1
4,lambda_routing,1
5,lambda_routing,1
6,lambda_routing,1
7,lambda_routing,1
8,lambda_routing,1
9,lambda_routing,1
10,lambda_routing,1
11,lambda_routing,1
12,lambda_routing,1
13,lambda_routing,1
14,lambda_routing,1
15,lambda_routing,1
16,lambda_routing,1
17,lambda_routing,1
18,lambda_routing,1
19,lambda_routing,1
20,lambda_routing,1
21,lambda_routing,1
22,lambda_routing,1
23,lambda_routing,1
24,lambda_routing,1
25,lambda_routing,1
26,lambda_routing,1
27,lambda_routing,1
28,lambda_routing,1
29,lambda_routing,1
30,lambda_routing,1
31,lambda_routing,1
32,lambda_routing,1
33,lambda_routing,1
34,lambda_routing,1
35,lambda_routing,1
36,lambda_routing,1
37,lambda_routing,1
38,lambda_routing,1
39,lambda_routing,1
40,lambda_routing,1
41,lambda_routing,1
42,lambda_routing,1
43,lambda_routing,1
44,lambda_routing,1
45,lambda_routing,1
46,lambda_routing,1
47,lambda_routing,1
48,lambda_routing,1
49,lambda_routing,1
50,lambda_routing,1
51,lambda_routing,1
52,lambda_routing,1
53,lambda_routing,1
54,lambda_routing,1
55,lambda_routing,1
56,lambda_routing,1
57,lambda_routing,1
58,lambda_routing,1
59,lambda_routing,1
60,lambda_routing,1
61,lambda_routing,1
62,lambda_routing,1
63,lambda_routing,1
64,lambda_routing,1
65,lambda_routing,1
66,lambda_routing,1
67,lambda_routing,1
68,lambda_routing,1
69,lambda_routing,1
70,lambda_routing,1
71,lambda_routing,1
72,lambda_routing,1
73,lambda_routing,1
74,lambda_routing,1
75,lambda_routing,1
76,lambda_routing,1
77,lambda_routing,1
78,lambda_routing,1
79,lambda_routing,1
80,lambda_routing,1
81,lambda_routing,1
82,lambda_routing,1
83,lambda_routing,1
84,lambda_routing,1
85,lambda_routing,1
86,lambda_routing,1
87,lambda_routing,1
88,lambda_routing,1
89,lambda_routing,1
90,lambda_routing,1
91,lambda_routing,1
92,lambda_routing,1
93,lambda_routing,1
94,lambda_routing,1
95,lambda_routing,1
96,lambda_routing,1
97,lambda_routing,1
98,lambda_routing,1
99,lambda_routing,1
100,lambda_routing,1
5,optical_control_plane,1
9,optical_control_plane,1
16,optical_control_plane,1
18,optical_control_plane,1
26,optical_control_plane,1
28,optical_control_plane,1
32,optical_control_plane,1
35,optical_control_plane,1
36,optical_control_plane,1
38,optical_control_plane,1
43,optical_control_plane,1
49,optical_control_plane,1
50,optical_control_plane,1
56,optical_control_plane,2
64,optical_control_plane,1
65,optical_control_plane,1
67,optical_control_plane,1
70,optical_control_plane,1
71,optical_control_plane,1
72,optical_control_plane,1
80,optical_control_plane,1
81,optical_control_plane,1
82,optical_control_plane,1
85,optical_control_plane,1
87,optical_control_plane,1
91,optical_control_plane,1
94,optical_control_plane,1
95,optical_control_plane,1
4,pce,1
5,pce,1
11,pce,1
19,pce,1
20,pce,1
23,pce,1
24,pce,1
26,pce,1
31,pce,1
34,pce,1
40,pce,1
44,pce,1
47,pce,1
49,pce,1
50,pce,1
53,pce,1
54,pce,2
63,pce,1
65,pce,1
66,pce,1
78,pce,1
83,pce,1
85,pce,1
86,pce,1
89,pce,1
94,pce,1
95,pce,1
96,pce,1
97,pce,1
99,pce,1
3,protection_switching,1
7,protection_switching,1
8,protection_switching,1
10,protection_switching,1
